Date;Time;T;U;WW;c
05.12.2023 0:00;18:00;-6,5;83; ;100%.
05.12.2023 0:00;15:00;-7,4;91; ;100%.
05.12.2023 0:00;12:00;-7,3;92;Дымка. ;100%.
05.12.2023 0:00;9:00;-6,8;93;Дымка. ;100%.
05.12.2023 0:00;6:00;-6,6;93; ;100%.
05.12.2023 0:00;3:00;-6,6;92; ;100%.
05.12.2023 0:00;0:00;-6,7;93; ;100%.
06.12.2023 0:00;21:00;-12;92; ;100%.
06.12.2023 0:00;18:00;-11,7;87; ;20–30%.
06.12.2023 0:00;15:00;-11;87; ;20–30%.
06.12.2023 0:00;12:00;-11,5;86;Дымка. ;100%.
06.12.2023 0:00;9:00;-11,3;85; ;90  или более, но не 100%
06.12.2023 0:00;6:00;-10,7;84; ;90  или более, но не 100%
06.12.2023 0:00;3:00;-8,7;86;Дымка. ;70 – 80%.
06.12.2023 0:00;0:00;-6,9;93;Дымка. ;100%.
07.12.2023 0:00;21:00;-12,8;87; ;100%.
07.12.2023 0:00;18:00;-13,5;87;  Диаметр изморозевого отложения составляет 2 мм.;100%.
07.12.2023 0:00;15:00;-13;88; ;60%.
07.12.2023 0:00;12:00;-12,7;89; ;20–30%.
07.12.2023 0:00;9:00;-13,8;89;Дымка.  Диаметр изморозевого отложения составляет 2 мм.;10%  или менее, но не 0
07.12.2023 0:00;6:00;-12,6;91;Дымка. ;Облаков нет.
07.12.2023 0:00;3:00;-11,2;92;Дымка.  Диаметр изморозевого отложения составляет 1 мм.;100%.
07.12.2023 0:00;0:00;-11,4;92;Дымка. ;100%.
08.12.2023 0:00;21:00;-12,1;85;Снег непрерывный слабый в срок наблюдения.  Диаметр изморозевого отложения составляет 2 мм.;100%.
08.12.2023 0:00;18:00;-12,6;87; ;100%.
08.12.2023 0:00;15:00;-13,6;85;Снег неливневый.  Диаметр изморозевого отложения составляет 2 мм.;100%.
08.12.2023 0:00;12:00;-14,8;86;Состояние неба в общем не изменилось. ;100%.
08.12.2023 0:00;9:00;-15,5;89;Снежные зерна (с туманом или без него).  Диаметр изморозевого отложения составляет 2 мм.;100%.
08.12.2023 0:00;6:00;-16,6;86;  Диаметр изморозевого отложения составляет 2 мм.;100%.
08.12.2023 0:00;3:00;-14,7;85; ;Облаков нет.
08.12.2023 0:00;0:00;-13,7;86;  Диаметр изморозевого отложения составляет 2 мм.;100%.
09.12.2023 0:00;21:00;-11,1;83;Снег с перерывами слабый в срок наблюдения. ;100%.
09.12.2023 0:00;18:00;-11,4;83;Снег непрерывный умеренный в срок наблюдения. ;100%.
09.12.2023 0:00;15:00;-12;83;Снег непрерывный слабый в срок наблюдения. ;100%.
09.12.2023 0:00;12:00;-12,4;82;Снег с перерывами слабый в срок наблюдения. ;100%.
09.12.2023 0:00;9:00;-11,4;85;Снег с перерывами слабый в срок наблюдения. ;100%.
09.12.2023 0:00;6:00;-11,7;85;Снег непрерывный слабый в срок наблюдения. ;100%.
09.12.2023 0:00;3:00;-12,1;83;Снег непрерывный умеренный в срок наблюдения. ;100%.
09.12.2023 0:00;0:00;-12,2;85;Снег непрерывный умеренный в срок наблюдения. ;100%.
10.12.2023 0:00;21:00;-10,8;83;Состояние неба в общем не изменилось. ;90  или более, но не 100%
10.12.2023 0:00;18:00;-11;81;Состояние неба в общем не изменилось. ;100%.
10.12.2023 0:00;15:00;-10,9;81;Снег непрерывный слабый в срок наблюдения. ;100%.
10.12.2023 0:00;12:00;-11;81;Снег непрерывный слабый в срок наблюдения. ;100%.
10.12.2023 0:00;9:00;-10,9;82;Снег непрерывный слабый в срок наблюдения. ;100%.
10.12.2023 0:00;6:00;-10,8;83;Снег с перерывами слабый в срок наблюдения. ;100%.
10.12.2023 0:00;3:00;-10,7;83;Снег с перерывами слабый в срок наблюдения. ;100%.
10.12.2023 0:00;0:00;-10,9;83;Снег с перерывами слабый в срок наблюдения. ;100%.
11.12.2023 0:00;21:00;-7;91;Снег непрерывный слабый в срок наблюдения. ;100%.
11.12.2023 0:00;18:00;-7,8;90;Снег непрерывный слабый в срок наблюдения. ;100%.
11.12.2023 0:00;15:00;-8;88;Снег непрерывный слабый в срок наблюдения. ;100%.
11.12.2023 0:00;12:00;-8,8;89;Снег непрерывный слабый в срок наблюдения. ;100%.
11.12.2023 0:00;9:00;-8,9;88; ;100%.
11.12.2023 0:00;6:00;-9,6;87; ;100%.
11.12.2023 0:00;3:00;-10,4;87; ;100%.
11.12.2023 0:00;0:00;-10;84; ;100%.
12.12.2023 0:00;21:00;-3,9;89;Снег непрерывный слабый в срок наблюдения. ;100%.
12.12.2023 0:00;18:00;-4;89;Снег непрерывный слабый в срок наблюдения. ;100%.
12.12.2023 0:00;15:00;-3,8;88;Снег с перерывами слабый в срок наблюдения. ;100%.
12.12.2023 0:00;12:00;-4,1;90;Снег непрерывный слабый в срок наблюдения. ;100%.
12.12.2023 0:00;9:00;-4,6;90;Снег непрерывный слабый в срок наблюдения. ;100%.
12.12.2023 0:00;6:00;-5,1;91;Состояние неба в общем не изменилось. ;100%.
12.12.2023 0:00;3:00;-5,3;89;Снег непрерывный слабый в срок наблюдения. ;100%.
12.12.2023 0:00;0:00;-5,8;89;Снег непрерывный слабый в срок наблюдения. ;100%.
13.12.2023 0:00;21:00;-1,7;92;Снег непрерывный слабый в срок наблюдения. ;100%.
13.12.2023 0:00;18:00;-1,4;91;Снег с перерывами слабый в срок наблюдения. ;100%.
13.12.2023 0:00;15:00;-0,8;88;Снег неливневый. ;100%.
13.12.2023 0:00;12:00;-1,1;92;Снег непрерывный слабый в срок наблюдения. ;100%.
13.12.2023 0:00;9:00;-1,4;93;Снег непрерывный слабый в срок наблюдения. ;100%.
13.12.2023 0:00;6:00;-2,6;93;Снег непрерывный умеренный в срок наблюдения. ;100%.
13.12.2023 0:00;3:00;-3,5;91;Снег с перерывами слабый в срок наблюдения. ;100%.
13.12.2023 0:00;0:00;-3,9;90;Снег с перерывами слабый в срок наблюдения. ;100%.
14.12.2023 0:00;21:00;-4,1;90;Снег непрерывный слабый в срок наблюдения. ;100%.
14.12.2023 0:00;18:00;-4,1;89;Снег непрерывный умеренный в срок наблюдения. ;100%.
14.12.2023 0:00;15:00;-3,9;89;Снег непрерывный слабый в срок наблюдения. ;100%.
14.12.2023 0:00;12:00;-4,1;93;Снег непрерывный умеренный в срок наблюдения. ;100%.
14.12.2023 0:00;9:00;-3,6;89;Снег непрерывный слабый в срок наблюдения. ;100%.
14.12.2023 0:00;6:00;-3;89;Снег непрерывный слабый в срок наблюдения. ;100%.
14.12.2023 0:00;3:00;-2,6;91;Снег с перерывами слабый в срок наблюдения. ;100%.
14.12.2023 0:00;0:00;-1,7;88;Снег с перерывами слабый в срок наблюдения. ;100%.
15.12.2023 0:00;21:00;-4,2;91;Снег с перерывами слабый в срок наблюдения. ;100%.
15.12.2023 0:00;18:00;-4,4;94;Дымка. ;100%.
15.12.2023 0:00;15:00;-5,2;89;Состояние неба в общем не изменилось. ;100%.
15.12.2023 0:00;12:00;-5,9;87;Снег непрерывный слабый в срок наблюдения. ;100%.
15.12.2023 0:00;9:00;-6,2;88;Снег с перерывами слабый в срок наблюдения. ;100%.
15.12.2023 0:00;6:00;-6,1;89;Снег с перерывами слабый в срок наблюдения. ;100%.
15.12.2023 0:00;3:00;-5,4;89;Состояние неба в общем не изменилось. ;100%.
15.12.2023 0:00;0:00;-4,7;91;Снег непрерывный слабый в срок наблюдения. ;100%.
16.12.2023 0:00;21:00;-1,3;90; ;100%.
16.12.2023 0:00;18:00;-1,4;93; ;100%.
16.12.2023 0:00;15:00;-1,6;93; ;100%.
16.12.2023 0:00;12:00;-2,7;90; ;100%.
16.12.2023 0:00;9:00;-5;90; ;90  или более, но не 100%
16.12.2023 0:00;6:00;-4,6;88; ;100%.
16.12.2023 0:00;3:00;-5;90; ;90  или более, но не 100%
16.12.2023 0:00;0:00;-4,6;92;Состояние неба в общем не изменилось. ;100%.
17.12.2023 0:00;21:00;1,1;87; ;Облаков нет.
17.12.2023 0:00;18:00;-0,2;91; ;20–30%.
17.12.2023 0:00;15:00;1,5;86; ;40%.
17.12.2023 0:00;12:00;1,9;86; ;90  или более, но не 100%
17.12.2023 0:00;9:00;2,1;89;Состояние неба в общем не изменилось. ;70 – 80%.
17.12.2023 0:00;6:00;2,2;95;Снег непрерывный слабый в срок наблюдения. ;100%.
17.12.2023 0:00;3:00;0,5;97;Снег непрерывный слабый в срок наблюдения. ;100%.
17.12.2023 0:00;0:00;0,1;93; ;100%.
18.12.2023 0:00;21:00;1;98;Состояние неба в общем не изменилось. ;100%.
18.12.2023 0:00;18:00;1,4;100;Морось незамерзающая непрерывная слабая в срок наблюдения. ;Небо не видно из-за тумана и/или других метеорологических явлений.
18.12.2023 0:00;15:00;2,3;97;Морось (незамерзающая) или снежные зерна неливневые. ;100%.
18.12.2023 0:00;12:00;1,4;97;Морось незамерзающая с перерывами слабая в срок наблюдения. ;100%.
18.12.2023 0:00;9:00;1,2;94; ;100%.
18.12.2023 0:00;6:00;1,5;91; ;100%.
18.12.2023 0:00;3:00;0,8;90; ;70 – 80%.
18.12.2023 0:00;0:00;1;84; ;70 – 80%.
19.12.2023 0:00;21:00;2,9;81; ;60%.
19.12.2023 0:00;18:00;3,1;88; ;60%.
19.12.2023 0:00;15:00;3,7;95;Морось (незамерзающая) или снежные зерна неливневые. ;100%.
19.12.2023 0:00;12:00;3,3;95;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
19.12.2023 0:00;9:00;2,7;95;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;100%.
19.12.2023 0:00;6:00;1,6;95; ;100%.
19.12.2023 0:00;3:00;1,4;97; ;100%.
19.12.2023 0:00;0:00;-4,6;90;Снег непрерывный слабый в срок наблюдения. ;100%.
20.12.2023 0:00;21:00;0,6;84; ;50%.
20.12.2023 0:00;18:00;1,3;84; ;Облаков нет.
20.12.2023 0:00;15:00;2;81;Состояние неба в общем не изменилось. ;90  или более, но не 100%
20.12.2023 0:00;12:00;2;80;Морось незамерзающая непрерывная слабая в срок наблюдения. ;100%.
20.12.2023 0:00;9:00;2,1;77; ;70 – 80%.
20.12.2023 0:00;6:00;1,6;80; ;60%.
20.12.2023 0:00;3:00;1,6;81; ;60%.
20.12.2023 0:00;0:00;2;83; ;40%.
21.12.2023 0:00;21:00;1,2;94;Снег непрерывный слабый в срок наблюдения. ;100%.
21.12.2023 0:00;18:00;1,2;93;Снег непрерывный слабый в срок наблюдения. ;100%.
21.12.2023 0:00;15:00;0,8;94;Снег непрерывный слабый в срок наблюдения. ;100%.
21.12.2023 0:00;12:00;0,3;95;Снег непрерывный слабый в срок наблюдения. ;100%.
21.12.2023 0:00;9:00;-0,1;95;Снег непрерывный слабый в срок наблюдения. ;100%.
21.12.2023 0:00;6:00;0;96;Снег непрерывный умеренный в срок наблюдения. ;100%.
21.12.2023 0:00;3:00;-0,3;94; ;100%.
21.12.2023 0:00;0:00;-0,1;86; ;90  или более, но не 100%
22.12.2023 0:00;21:00;1,7;93;Состояние неба в общем не изменилось. ;100%.
22.12.2023 0:00;18:00;1,4;94;Снег с перерывами слабый в срок наблюдения. ;100%.
22.12.2023 0:00;15:00;1,1;94;Снег непрерывный слабый в срок наблюдения. ;100%.
22.12.2023 0:00;12:00;0;96;Снег непрерывный умеренный в срок наблюдения. ;100%.
22.12.2023 0:00;9:00;-0,1;89;Снег непрерывный слабый в срок наблюдения. ;100%.
22.12.2023 0:00;6:00;-0,3;88; ;70 – 80%.
22.12.2023 0:00;3:00;0,2;90;Состояние неба в общем не изменилось. ;90  или более, но не 100%
22.12.2023 0:00;0:00;1,1;92;Состояние неба в общем не изменилось. ;100%.
23.12.2023 0:00;21:00;0,4;92;Состояние неба в общем не изменилось. ;90  или более, но не 100%
23.12.2023 0:00;18:00;0,7;97;Снег непрерывный слабый в срок наблюдения. ;100%.
23.12.2023 0:00;15:00;0,4;98;Снег непрерывный умеренный в срок наблюдения.  Диаметр отложения мокрого снега составляет 4 мм.;100%.
23.12.2023 0:00;12:00;0,4;97;Снег непрерывный умеренный в срок наблюдения. ;100%.
23.12.2023 0:00;9:00;0,9;94;Снег с перерывами слабый в срок наблюдения. ;100%.
23.12.2023 0:00;6:00;1,2;94; ;100%.
23.12.2023 0:00;3:00;1,1;95;Снег неливневый. ;100%.
23.12.2023 0:00;0:00;1,3;94; ;100%.
24.12.2023 0:00;21:00;-0,2;94;Дымка. ;100%.
24.12.2023 0:00;18:00;-0,3;95;Дымка. ;100%.
24.12.2023 0:00;15:00;-0,1;95;Дымка. ;100%.
24.12.2023 0:00;12:00;0;95;Дымка. ;100%.
24.12.2023 0:00;9:00;0;94; ;100%.
24.12.2023 0:00;6:00;0,3;92; ;100%.
24.12.2023 0:00;3:00;0,5;92;Снег неливневый. ;100%.
24.12.2023 0:00;0:00;0,8;91; ;100%.
25.12.2023 0:00;21:00;-2,5;93;Снег непрерывный слабый в срок наблюдения. ;100%.
25.12.2023 0:00;18:00;-2;90;Снег непрерывный слабый в срок наблюдения. ;100%.
25.12.2023 0:00;15:00;-1,6;88;Снег непрерывный слабый в срок наблюдения. ;100%.
25.12.2023 0:00;12:00;-1,4;84;Состояние неба в общем не изменилось. ;100%.
25.12.2023 0:00;9:00;-1,3;80;Снег с перерывами слабый в срок наблюдения. ;100%.
25.12.2023 0:00;6:00;-1,5;88;Состояние неба в общем не изменилось. ;100%.
25.12.2023 0:00;3:00;-1,4;96;Снег непрерывный умеренный в срок наблюдения. ;100%.
25.12.2023 0:00;0:00;-0,5;96;Снег непрерывный умеренный в срок наблюдения. ;100%.
26.12.2023 0:00;21:00;-3,9;96;Снег непрерывный слабый в срок наблюдения. ;100%.
26.12.2023 0:00;18:00;-2,9;95;Снег неливневый. ;90  или более, но не 100%
26.12.2023 0:00;15:00;-2,2;92;Снег непрерывный слабый в срок наблюдения. ;100%.
26.12.2023 0:00;12:00;-3,3;95;Состояние неба в общем не изменилось. ;90  или более, но не 100%
26.12.2023 0:00;9:00;-3;96;Снег с перерывами слабый в срок наблюдения. ;100%.
26.12.2023 0:00;6:00;-2,5;95;Снег непрерывный слабый в срок наблюдения. ;100%.
26.12.2023 0:00;3:00;-2,2;91;Снег непрерывный слабый в срок наблюдения. ;100%.
26.12.2023 0:00;0:00;-2,4;92;Снег непрерывный слабый в срок наблюдения. ;100%.
27.12.2023 0:00;21:00;-5,4;93;Облака в целом рассеиваются или становятся менее развитыми. ;20–30%.
27.12.2023 0:00;18:00;-2,5;93;Снег с перерывами слабый в срок наблюдения. ;100%.
27.12.2023 0:00;15:00;-2;92;Снег с перерывами слабый в срок наблюдения. ;100%.
27.12.2023 0:00;12:00;-2,4;93;Снег с перерывами слабый в срок наблюдения. ;100%.
27.12.2023 0:00;9:00;-3,6;94;Состояние неба в общем не изменилось. ;100%.
27.12.2023 0:00;6:00;-2,9;94;Снег с перерывами слабый в срок наблюдения. ;90  или более, но не 100%
27.12.2023 0:00;3:00;-3;96;Снег непрерывный слабый в срок наблюдения. ;100%.
27.12.2023 0:00;0:00;-3,4;97;Снег непрерывный слабый в срок наблюдения. ;100%.
28.12.2023 0:00;21:00;-1,4;85;Состояние неба в общем не изменилось. ;90  или более, но не 100%
28.12.2023 0:00;18:00;-1,4;82;Состояние неба в общем не изменилось. ;100%.
28.12.2023 0:00;15:00;-1,8;94;Снег с перерывами слабый в срок наблюдения. ;100%.
28.12.2023 0:00;12:00;-2,7;92;Снег неливневый. ;90  или более, но не 100%
28.12.2023 0:00;9:00;-3,3;95;Снег с перерывами слабый в срок наблюдения. ;100%.
28.12.2023 0:00;6:00;-6,4;97;  Диаметр изморозевого отложения составляет 2 мм.;100%.
28.12.2023 0:00;3:00;-8,4;96;Состояние неба в общем не изменилось. ;100%.
28.12.2023 0:00;0:00;-7,5;97;Туман с отложением изморози, небо видно.  Диаметр изморозевого отложения составляет 1 мм.;Облаков нет.
29.12.2023 0:00;21:00;-2,9;96;Снег непрерывный сильный в срок наблюдения. ;100%.
29.12.2023 0:00;18:00;-2,3;92; ;100%.
29.12.2023 0:00;15:00;-2,4;93; ;100%.
29.12.2023 0:00;12:00;-2,3;92; ;100%.
29.12.2023 0:00;9:00;-2,3;92;Состояние неба в общем не изменилось. ;100%.
29.12.2023 0:00;6:00;-2,6;94;Снег с перерывами слабый в срок наблюдения. ;100%.
29.12.2023 0:00;3:00;-2,4;94;Снег с перерывами слабый в срок наблюдения. ;100%.
29.12.2023 0:00;0:00;-2,2;90; ;100%.
30.12.2023 0:00;21:00;-5,4;89;Состояние неба в общем не изменилось. ;100%.
30.12.2023 0:00;18:00;-4,7;89;Снег с перерывами слабый в срок наблюдения. ;100%.
30.12.2023 0:00;15:00;-4,1;89;Снег непрерывный слабый в срок наблюдения. ;100%.
30.12.2023 0:00;12:00;-3,7;94;Снег непрерывный умеренный в срок наблюдения. ;100%.
30.12.2023 0:00;9:00;-3,5;94;Снег непрерывный слабый в срок наблюдения. ;100%.
30.12.2023 0:00;6:00;-3,5;94;Снег непрерывный умеренный в срок наблюдения. ;100%.
30.12.2023 0:00;3:00;-3;92;Состояние неба в общем не изменилось. ;100%.
30.12.2023 0:00;0:00;-3,3;96;Снег непрерывный сильный в срок наблюдения. ;100%.
31.12.2023 0:00;21:00;-12,5;88;Снег непрерывный слабый в срок наблюдения. ;100%.
31.12.2023 0:00;18:00;-13,4;87;Снег непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
31.12.2023 0:00;15:00;-11,3;85;Состояние неба в общем не изменилось. ;70 – 80%.
31.12.2023 0:00;12:00;-7,9;87;Снег непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
31.12.2023 0:00;9:00;-7,7;86;Снег непрерывный слабый в срок наблюдения. ;100%.
31.12.2023 0:00;6:00;-6,5;86; ;100%.
31.12.2023 0:00;3:00;-5,7;87; ;100%.
31.12.2023 0:00;0:00;-6;91; ;100%.
01.01.2024 0:00;21:00;-17,4;81;  Диаметр изморозевого отложения составляет 2 мм.;Облаков нет.
01.01.2024 0:00;18:00;-17;79; ;70 – 80%.
01.01.2024 0:00;15:00;-15,3;82;  Диаметр изморозевого отложения составляет 2 мм.;10%  или менее, но не 0
01.01.2024 0:00;12:00;-14,1;88;Снег неливневый. ;10%  или менее, но не 0
01.01.2024 0:00;9:00;-18;87;Облака в целом рассеиваются или становятся менее развитыми.  Диаметр изморозевого отложения составляет 2 мм.;Облаков нет.
01.01.2024 0:00;6:00;-16,9;90;Состояние неба в общем не изменилось. ;100%.
01.01.2024 0:00;3:00;-14;91;Снег непрерывный слабый в срок наблюдения. ;100%.
01.01.2024 0:00;0:00;-12,7;89;Снег непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
02.01.2024 0:00;21:00;-17,9;87;Облака в целом рассеиваются или становятся менее развитыми. ;Облаков нет.
02.01.2024 0:00;18:00;-16,3;88;Снег непрерывный слабый в срок наблюдения. ;90  или более, но не 100%
02.01.2024 0:00;15:00;-18,1;84; ;90  или более, но не 100%
02.01.2024 0:00;12:00;-19,3;86;  Диаметр изморозевого отложения составляет 2 мм.;60%.
02.01.2024 0:00;9:00;-20,8;84; ;50%.
02.01.2024 0:00;6:00;-20,9;83;  Диаметр изморозевого отложения составляет 2 мм.;Облаков нет.
02.01.2024 0:00;3:00;-19,1;82; ;
02.01.2024 0:00;0:00;-18,1;81; ;Облаков нет.
03.01.2024 0:00;21:00;-23,5;79; ;Облаков нет.
03.01.2024 0:00;18:00;-23,6;79;  Диаметр изморозевого отложения составляет 2 мм.;Облаков нет.
03.01.2024 0:00;15:00;-22,2;80; ;Облаков нет.
03.01.2024 0:00;12:00;-22,3;83;  Диаметр изморозевого отложения составляет 2 мм.;20–30%.
03.01.2024 0:00;9:00;-23,3;82; ;Облаков нет.
03.01.2024 0:00;6:00;-23,3;83;  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
03.01.2024 0:00;3:00;-20,6;84; ;40%.
03.01.2024 0:00;0:00;-18,5;87;  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
04.01.2024 0:00;21:00;-23,1;82; ;Облаков нет.
04.01.2024 0:00;18:00;-22,2;82;  Диаметр изморозевого отложения составляет 1 мм.;Облаков нет.
04.01.2024 0:00;15:00;-22,4;79; ;Облаков нет.
04.01.2024 0:00;12:00;-24,2;80;Дымка.  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
04.01.2024 0:00;9:00;-25,1;80; ;40%.
04.01.2024 0:00;6:00;-24,8;78;  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
04.01.2024 0:00;3:00;-23,7;79; ;Облаков нет.
04.01.2024 0:00;0:00;-22,9;79;  Диаметр изморозевого отложения составляет 2 мм.;Облаков нет.
05.01.2024 0:00;21:00;-18,4;77; ;60%.
05.01.2024 0:00;18:00;-20,2;76;  Диаметр изморозевого отложения составляет 1 мм.;70 – 80%.
05.01.2024 0:00;15:00;-21,2;77; ;70 – 80%.
05.01.2024 0:00;12:00;-23,1;80; ;70 – 80%.
05.01.2024 0:00;9:00;-23,5;81; ;Облаков нет.
05.01.2024 0:00;6:00;-22,3;82;  Диаметр изморозевого отложения составляет 1 мм.;Облаков нет.
05.01.2024 0:00;3:00;-22,5;79; ;Облаков нет.
05.01.2024 0:00;0:00;-23;79;  Диаметр изморозевого отложения составляет 1 мм.;Облаков нет.
06.01.2024 0:00;21:00;-16,3;89;  Диаметр изморозевого отложения составляет 1 мм.;10%  или менее, но не 0
06.01.2024 0:00;18:00;-15,2;88; ;Облаков нет.
06.01.2024 0:00;15:00;-14,5;72; ;10%  или менее, но не 0
06.01.2024 0:00;12:00;-16,8;79;  Диаметр изморозевого отложения составляет 1 мм.;70 – 80%.
06.01.2024 0:00;9:00;-16,8;80; ;70 – 80%.
06.01.2024 0:00;6:00;-17,2;78;  Диаметр изморозевого отложения составляет 1 мм.;60%.
06.01.2024 0:00;3:00;-17,7;80; ;70 – 80%.
06.01.2024 0:00;0:00;-18,3;80;  Диаметр изморозевого отложения составляет 1 мм.;90  или более, но не 100%
07.01.2024 0:00;21:00;-18,8;87;  Диаметр изморозевого отложения составляет 3 мм.;Облаков нет.
07.01.2024 0:00;18:00;-18,4;87; ;Облаков нет.
07.01.2024 0:00;15:00;-15,9;86;  Диаметр изморозевого отложения составляет 3 мм.;Облаков нет.
07.01.2024 0:00;12:00;-19,5;86; ;Облаков нет.
07.01.2024 0:00;9:00;-20,6;86;  Диаметр изморозевого отложения составляет 3 мм.;Облаков нет.
07.01.2024 0:00;6:00;-20,1;86; ;Облаков нет.
07.01.2024 0:00;3:00;-19,2;87;Состояние неба в общем не изменилось.  Диаметр изморозевого отложения составляет 1 мм.;Облаков нет.
07.01.2024 0:00;0:00;-17;89;Снег неливневый. ;20–30%.
08.01.2024 0:00;21:00;-4,3;94; ;90  или более, но не 100%
08.01.2024 0:00;18:00;-5,3;97; ;100%.
08.01.2024 0:00;15:00;-5,3;96;Состояние неба в общем не изменилось. ;100%.
08.01.2024 0:00;12:00;-4,8;96;Снег непрерывный сильный в срок наблюдения. ;100%.
08.01.2024 0:00;9:00;-8,5;89;  Диаметр изморозевого отложения составляет 5 мм.;90  или более, но не 100%
08.01.2024 0:00;6:00;-13,4;92; ;20–30%.
08.01.2024 0:00;3:00;-14,8;90;  Диаметр изморозевого отложения составляет 4 мм.;Облаков нет.
08.01.2024 0:00;0:00;-17,6;87; ;20–30%.
09.01.2024 0:00;21:00;1,4;99;Дымка. ;100%.
09.01.2024 0:00;18:00;0,9;99; ;100%.
09.01.2024 0:00;15:00;0,1;100;Дымка. ;100%.
09.01.2024 0:00;12:00;-1,4;100;Снег непрерывный сильный в срок наблюдения. ;100%.
09.01.2024 0:00;9:00;-1;99;Снег непрерывный умеренный в срок наблюдения. ;100%.
09.01.2024 0:00;6:00;-2,9;97;Снег непрерывный умеренный в срок наблюдения. ;100%.
09.01.2024 0:00;3:00;-3,9;92; ;90  или более, но не 100%
09.01.2024 0:00;0:00;-7,5;96;  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
10.01.2024 0:00;21:00;0,6;100;Состояние неба в общем не изменилось. ;100%.
10.01.2024 0:00;18:00;0,2;99;Снег непрерывный слабый в срок наблюдения. ;100%.
10.01.2024 0:00;15:00;-1,8;96;Снег непрерывный слабый в срок наблюдения. ;100%.
10.01.2024 0:00;12:00;-4,4;94;  Диаметр отложения мокрого снега составляет 2 мм.;100%.
10.01.2024 0:00;9:00;-4,8;94;Состояние неба в общем не изменилось. ;100%.
10.01.2024 0:00;6:00;-3,2;95;Состояние неба в общем не изменилось.  Диаметр отложения мокрого снега составляет 3 мм.;100%.
10.01.2024 0:00;3:00;-0,4;97;Снег непрерывный слабый в срок наблюдения. ;100%.
10.01.2024 0:00;0:00;1,3;98; ;70 – 80%.
11.01.2024 0:00;21:00;-9,7;93;Снег непрерывный слабый в срок наблюдения. ;100%.
11.01.2024 0:00;18:00;-7,6;95;Снег непрерывный умеренный в срок наблюдения. ;100%.
11.01.2024 0:00;15:00;-7,3;93;Снег непрерывный сильный в срок наблюдения. ;100%.
11.01.2024 0:00;12:00;-6,8;76;Снег неливневый. ;60%.
11.01.2024 0:00;9:00;-4,8;91;Снег непрерывный слабый в срок наблюдения. ;100%.
11.01.2024 0:00;6:00;-0,5;88;Состояние неба в общем не изменилось. ;90  или более, но не 100%
11.01.2024 0:00;3:00;1;96; ;100%.
11.01.2024 0:00;0:00;1;97; ;100%.
12.01.2024 0:00;21:00;-10,4;93;Снег с перерывами слабый в срок наблюдения.  Диаметр изморозевого отложения составляет 3 мм.;100%.
12.01.2024 0:00;18:00;-13,1;92;Снег с перерывами слабый в срок наблюдения. ;100%.
12.01.2024 0:00;15:00;-12,7;92;  Диаметр изморозевого отложения составляет 3 мм.;10%  или менее, но не 0
12.01.2024 0:00;12:00;-13,5;91; ;100%.
12.01.2024 0:00;9:00;-15,3;90;Дымка.  Диаметр изморозевого отложения составляет 3 мм.;100%.
12.01.2024 0:00;6:00;-14,8;91;Дымка. ;70 – 80%.
12.01.2024 0:00;3:00;-13,1;92;Состояние неба в общем не изменилось.  Диаметр изморозевого отложения составляет 1 мм.;20–30%.
12.01.2024 0:00;0:00;-11,7;91;Облака в целом рассеиваются или становятся менее развитыми. ;Облаков нет.
13.01.2024 0:00;21:00;-15,3;83; ;100%.
13.01.2024 0:00;18:00;-14,6;82; ;100%.
13.01.2024 0:00;15:00;-13,3;82;  Диаметр изморозевого отложения составляет 5 мм.;100%.
13.01.2024 0:00;12:00;-14;86; ;100%.
13.01.2024 0:00;9:00;-13,1;92;Снег неливневый.  Диаметр изморозевого отложения составляет 5 мм.;100%.
13.01.2024 0:00;6:00;-14,4;91;Снег с перерывами слабый в срок наблюдения. ;100%.
13.01.2024 0:00;3:00;-15,4;91;Состояние неба в общем не изменилось.  Диаметр изморозевого отложения составляет 4 мм.;100%.
13.01.2024 0:00;0:00;-12,8;92;Снег неливневый. ;90  или более, но не 100%
14.01.2024 0:00;21:00;-12,2;85;Снег непрерывный слабый в срок наблюдения. ;100%.
14.01.2024 0:00;18:00;-11,9;85;Снег непрерывный слабый в срок наблюдения. ;100%.
14.01.2024 0:00;15:00;-12,7;82;Снег непрерывный слабый в срок наблюдения. ;100%.
14.01.2024 0:00;12:00;-13,7;84;Снег с перерывами слабый в срок наблюдения. ;100%.
14.01.2024 0:00;9:00;-13,1;84; ;100%.
14.01.2024 0:00;6:00;-14,3;84; ;100%.
14.01.2024 0:00;3:00;-14,4;84; ;100%.
14.01.2024 0:00;0:00;-14,2;84; ;Облаков нет.
15.01.2024 0:00;21:00;-9,3;90;Снег непрерывный слабый в срок наблюдения. ;100%.
15.01.2024 0:00;18:00;-9,1;88;Снег непрерывный слабый в срок наблюдения. ;100%.
